pacman,ghosts,food,capsules,walls,noup,map,ghost_map,iteration
"(2, 5)","[(3, 1)]","[(1, 1), (3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(1, 1), (3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): -100, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): -52, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): -100, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): -52, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0.11813452744907771, (6, 6): -5, (3, 0): -5, (5, 4): -1.4563739275530745, (2, 1): -7.380952380952387, (0, 0): -5, (1, 6): -5, (5, 1): -3.4654384728666923, (0, 3): -5, (2, 5): -3.116901415960428, (4, 0): -5, (1, 2): 2.15410805380288, (3, 1): -100, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -0.04690739117162612, (4, 1): -13.024577881050277, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -3.1729156670043035, (0, 4): -5, (6, 0): -5, (1, 4): -1.3383439350973805, (5, 5): -2.4635745802310316, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -3.570592872739826, (0, 1): -5, (4, 6): -5, (5, 2): -1.5517895264707864, (6, 1): -5, (1, 5): -2.37955320393869, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 2.1383897742760305, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 5)","[(4.0, 1.0)]","[(1, 1), (3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(1, 1), (3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): -100, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): -52, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): -52, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): -100, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): -52, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0.11813418438167211, (6, 6): -5, (3, 0): -5, (5, 4): -1.5204222612871408, (2, 1): 1.198547215413135, (0, 0): -5, (1, 6): -5, (5, 1): -12.352897385804008, (0, 3): -5, (2, 5): -3.1172222775155753, (4, 0): -5, (1, 2): 2.154108020736715, (3, 1): -9.915254237402557, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -0.1364621283563655, (4, 1): -100, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -3.203630829354247, (0, 4): -5, (6, 0): -5, (1, 4): -1.338347291855888, (5, 5): -2.5091987374086537, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -3.5737320720304924, (0, 1): -5, (4, 6): -5, (5, 2): -2.457917387319628, (6, 1): -5, (1, 5): -2.3795860092142167, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 2.129860746470339, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 4)","[(5.0, 1.0)]","[(1, 1), (3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(1, 1), (3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): -100, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): -100, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): -52, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): -52, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0.11813082798647656, (6, 6): -5, (3, 0): -5, (5, 4): -2.152059207783028, (2, 1): 2.0575139129990485, (0, 0): -5, (1, 6): -5, (5, 1): -100, (0, 3): -5, (2, 5): -3.1203861483889783, (4, 0): -5, (1, 2): 2.154107701595147, (3, 1): -0.8961038996812661, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -1.0196404788731672, (4, 1): -11.311688315548295, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -3.5065388626085916, (0, 4): -5, (6, 0): -5, (1, 4): -1.3383803179139602, (5, 5): -2.959138404784627, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -3.6046896627449394, (0, 1): -5, (4, 6): -5, (5, 2): -11.394046022254452, (6, 1): -5, (1, 5): -2.3799093366674677, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 2.045748527433038, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 3)","[(5.0, 2.0)]","[(1, 1), (3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(1, 1), (3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): -100, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): -52, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -52, (4, 1): -52, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): -100, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): -52, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0.11812485628806324, (6, 6): -5, (3, 0): -5, (5, 4): -5.000969627453113, (2, 1): 2.144310792028412, (0, 0): -5, (1, 6): -5, (5, 1): -12.280891973748997, (0, 3): -5, (2, 5): -3.126020550623032, (4, 0): -5, (1, 2): 2.1541071347028664, (3, 1): 0.015263424927325131, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -9.461627524751462, (4, 1): -2.349909361308395, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -4.045983626408605, (0, 4): -5, (6, 0): -5, (1, 4): -1.3384391171420147, (5, 5): -4.364081186929978, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -3.6598214478719386, (0, 1): -5, (4, 6): -5, (5, 2): -100, (6, 1): -5, (1, 5): -2.3804851047661613, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 1.2417498984474853, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 2)","[(5.0, 3.0)]","[(1, 1), (3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(1, 1), (3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -100, (4, 1): 0, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): -52, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -100, (4, 1): 0, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): -52, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): -52, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0.11812378090408315, (6, 6): -5, (3, 0): -5, (5, 4): -14.254130334296304, (2, 1): 2.1531114434980796, (0, 0): -5, (1, 6): -5, (5, 1): -3.386744550621788, (0, 3): -5, (2, 5): -3.127030127663723, (4, 0): -5, (1, 2): 2.154107031698338, (3, 1): 0.107670178544226, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -100, (4, 1): -1.4412431795276779, (1, 1): 5, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -4.1426344440152, (0, 4): -5, (6, 0): -5, (1, 4): -1.3384496673750228, (5, 5): -5.309768521745151, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -3.6696993824909967, (0, 1): -5, (4, 6): -5, (5, 2): -12.972115421078517, (6, 1): -5, (1, 5): -2.380588300379567, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): -7.380952380952387, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 1)","[(5.0, 4.0)]","[(3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): -100, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): -100, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -52, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -52, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): -52, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): -52, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): -4.963261817300535, (6, 6): -5, (3, 0): -5, (5, 4): -100, (2, 1): -4.961960509227513, (0, 0): -5, (1, 6): -5, (5, 1): -5.027120447314338, (0, 3): -5, (2, 5): -4.988444118370058, (4, 0): -5, (1, 2): -4.960441980946907, (3, 1): -4.9680723084597105, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -9.502640744074217, (4, 1): -4.979277478297748, (1, 1): -4.956637497588905, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -5.978783133089198, (0, 4): -5, (6, 0): -5, (1, 4): -4.966750677727569, (5, 5): -14.699586753884995, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -5.084112495105674, (0, 1): -5, (4, 6): -5, (5, 2): -5.446046745986288, (6, 1): -5, (1, 5): -4.973330982139947, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 1.2378942538329234, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 1)","[(5.0, 5.0)]","[(3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): 0, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): -100, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): -52, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -52, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): -100, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): -4.7270444096431214, (6, 6): -5, (3, 0): -5, (5, 4): -11.394070676579407, (2, 1): -4.2541002287133125, (0, 0): -5, (1, 6): -5, (5, 1): -2.9628218568173463, (0, 3): -5, (2, 5): -5.001436997696238, (4, 0): -5, (1, 2): -4.618304332635664, (3, 1): -3.957355136472127, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -1.0196774327950409, (4, 1): -3.542583028913924, (1, 1): -4.466423197638058, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -14.661662082680209, (0, 4): -5, (6, 0): -5, (1, 4): -4.805708883800554, (5, 5): -100, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -5.921090169406861, (0, 1): -5, (4, 6): -5, (5, 2): -2.152434723697249, (6, 1): -5, (1, 5): -4.8706009967854484, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 2.0457450000638726, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
"(1, 1)","[(4.0, 5.0)]","[(3, 3)]",[],"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 0), (1, 6), (2, 0), (2, 2), (2, 3), (2, 4), (2, 6), (3, 0), (3, 2), (3, 4), (3, 6), (4, 0), (4, 2), (4, 4), (4, 6), (5, 0), (5, 6), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]","[(3, 3)]","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): 0, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -100, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): 0, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): 0, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): 0, (6, 6): -5, (3, 0): -5, (5, 4): -52, (2, 1): 0, (0, 0): -5, (1, 6): -5, (5, 1): 0, (0, 3): -5, (2, 5): 0, (4, 0): -5, (1, 2): 0, (3, 1): 0, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): 0, (4, 1): 0, (1, 1): 0, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -100, (0, 4): -5, (6, 0): -5, (1, 4): 0, (5, 5): -52, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -52, (0, 1): -5, (4, 6): -5, (5, 2): 0, (6, 1): -5, (1, 5): 0, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 0, (0, 5): -5, (3, 4): -5, (0, 2): -5}","{(1, 3): -4.667555275563593, (6, 6): -5, (3, 0): -5, (5, 4): -2.457928892355799, (2, 1): -4.088634041571512, (0, 0): -5, (1, 6): -5, (5, 1): -2.5107909331000053, (0, 3): -5, (2, 5): -5.870948433583962, (4, 0): -5, (1, 2): -4.533833131356811, (3, 1): -3.72601584493191, (3, 3): 5, (2, 0): -5, (4, 4): -5, (6, 3): -5, (5, 6): -5, (3, 6): -5, (2, 2): -5, (5, 3): -0.13647824651140927, (4, 1): -3.219199411125131, (1, 1): -4.348146276673216, (6, 4): -5, (3, 2): -5, (2, 6): -5, (5, 0): -5, (4, 5): -100, (0, 4): -5, (6, 0): -5, (1, 4): -4.771846071211188, (5, 5): -12.352905013793416, (2, 3): -5, (4, 2): -5, (1, 0): -5, (6, 5): -5, (3, 5): -14.628272804582053, (0, 1): -5, (4, 6): -5, (5, 2): -1.5205848862345255, (6, 1): -5, (1, 5): -4.9308948209085175, (2, 4): -5, (0, 6): -5, (6, 2): -5, (4, 3): 2.1298591890081315, (0, 5): -5, (3, 4): -5, (0, 2): -5}"
